"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significant"
"ENSG00000120690",1383.58922656758,-0.921519172220375,0.113838442107983,-8.09497350065855,5.72768196114937e-16,9.33762888140009e-14,"ENSG00000120690",TRUE
"ENSG00000233117",77.6318352361788,-3.47430430775038,0.42927432709426,-8.09343603487262,5.80047618036639e-16,9.37407389670515e-14,"ENSG00000233117",TRUE
"ENSG00000135862",33937.8193999739,-0.804088924417281,0.09952337021246,-8.07939806199018,6.50872427565963e-16,1.04279862640633e-13,"ENSG00000135862",TRUE
"ENSG00000127824",228.718631937045,1.53922389625611,0.191506570888757,8.0374469090683,9.17296209980044e-16,1.45708974892984e-13,"ENSG00000127824",TRUE
"ENSG00000108830",158.263285028196,2.36510458476172,0.296958702837566,7.96442253472334,1.65997131190652e-15,2.61445481625276e-13,"ENSG00000108830",TRUE
"ENSG00000100033",55.3631369152134,-4.9607987411074,0.623664288288958,-7.95427738009098,1.8018004050747e-15,2.8139882796902e-13,"ENSG00000100033",TRUE
"ENSG00000183722",3013.23853843146,-0.692382739510574,0.0874807661631151,-7.91468536317537,2.47879156328099e-15,3.83902843363143e-13,"ENSG00000183722",TRUE
"ENSG00000130066",4098.11670597519,-1.32117021125722,0.16706421059385,-7.9081582258759,2.61224670730821e-15,4.01228140953083e-13,"ENSG00000130066",TRUE
"ENSG00000138316",799.568584106461,2.40938630760907,0.305063267876392,7.8979889135172,2.83439352808907e-15,4.31780358356847e-13,"ENSG00000138316",TRUE
"ENSG00000198795",944.867996141796,0.994331666334131,0.126041305748458,7.88893498388955,3.047762416592e-15,4.60509467580182e-13,"ENSG00000198795",TRUE
"ENSG00000146250",313.689977800113,2.7313746192287,0.3463765039995,7.88556552679058,3.13114232174666e-15,4.69292581045658e-13,"ENSG00000146250",TRUE
"ENSG00000013293",244.497326184804,2.83699734323598,0.359835831493545,7.88414353140059,3.167001007318e-15,4.7086970976804e-13,"ENSG00000013293",TRUE
"ENSG00000115419",3865.24139352938,-1.18611607150343,0.150478484098808,-7.88229678552976,3.21417481418282e-15,4.74090785091967e-13,"ENSG00000115419",TRUE
"ENSG00000077254",2737.01594971387,-0.892312542596156,0.113366499070759,-7.87104259115571,3.51697870262397e-15,5.14669678647768e-13,"ENSG00000077254",TRUE
"ENSG00000104756",1778.58667592707,-0.826704844217952,0.105528808870121,-7.83392566512725,4.72868416383622e-15,6.86582774882002e-13,"ENSG00000104756",TRUE
"ENSG00000157510",487.999313281654,-1.6972561415794,0.216697869647056,-7.83236191635747,4.7878891855707e-15,6.89790081502569e-13,"ENSG00000157510",TRUE
"ENSG00000119139",5029.85142077092,-1.95741706748889,0.250087878903079,-7.82691698643852,4.99978981802484e-15,7.03947680060542e-13,"ENSG00000119139",TRUE
"ENSG00000136877",1049.27391437812,-0.635328656609861,0.0811661190000738,-7.82751059723926,4.97624709754488e-15,7.03947680060542e-13,"ENSG00000136877",TRUE
"ENSG00000149218",2027.18573134681,-1.96182696551717,0.250628488726593,-7.82762955434525,4.97154237816943e-15,7.03947680060542e-13,"ENSG00000149218",TRUE
"ENSG00000135362",111.758709305623,-1.54123535298979,0.19822672189873,-7.77511396156353,7.53795136867862e-15,1.0533295202022e-12,"ENSG00000135362",TRUE
"ENSG00000143891",528.391197527252,1.1120427916222,0.143348924448733,7.75759424703539,8.65555524522196e-15,1.2004738375556e-12,"ENSG00000143891",TRUE
"ENSG00000136999",435.712716722131,2.5796312670249,0.33258988276868,7.75619283891165,8.75169171089077e-15,1.20481622553263e-12,"ENSG00000136999",TRUE
"ENSG00000198431",22734.553343842,-1.54666289782213,0.20051546570995,-7.71343443432642,1.22476289001626e-14,1.67369252286414e-12,"ENSG00000198431",TRUE
"ENSG00000152332",2975.43558811063,-0.657434814872217,0.0853272916397029,-7.70485974930806,1.30987069668223e-14,1.77693043049921e-12,"ENSG00000152332",TRUE
"ENSG00000099337",530.060485021926,-2.80776967715136,0.36473947701734,-7.69801421033971,1.38197006058225e-14,1.86115315767544e-12,"ENSG00000099337",TRUE
"ENSG00000176771",107.652179101487,2.20626009936626,0.286757702017465,7.6938128735314,1.42813879906746e-14,1.90949349501214e-12,"ENSG00000176771",TRUE
"ENSG00000170214",201.576412510075,-3.67998278394309,0.479693066727843,-7.67153632018398,1.69948339935538e-14,2.25606421264427e-12,"ENSG00000170214",TRUE
"ENSG00000049246",196.030110621098,2.16542110705774,0.283147601937802,7.64767595500741,2.04644120569274e-14,2.69738367431202e-12,"ENSG00000049246",TRUE
"ENSG00000042286",594.47788466021,-0.707631136086698,0.0926398274538066,-7.63851958208306,2.19733540078277e-14,2.87587876222167e-12,"ENSG00000042286",TRUE
"ENSG00000179820",3784.35383489187,-1.48886420804246,0.196862105270636,-7.56298021905055,3.93937530522426e-14,5.11981049283866e-12,"ENSG00000179820",TRUE
"ENSG00000087116",4464.4129800239,-0.700566449134406,0.0926506669849442,-7.56137513017849,3.98830182208073e-14,5.14740203912295e-12,"ENSG00000087116",TRUE
"ENSG00000182010",118.307066785441,1.901755388495,0.255047815580583,7.45646609113628,8.88739548801568e-14,1.13911893203291e-11,"ENSG00000182010",TRUE
"ENSG00000164105",538.510216021084,-1.2315541612317,0.165996676222678,-7.41914952308817,1.17874780229793e-13,1.5004813634046e-11,"ENSG00000164105",TRUE
"ENSG00000183508",90.0360052786607,2.46777777847947,0.333875039682398,7.39132155799058,1.45376567330992e-13,1.83797517268469e-11,"ENSG00000183508",TRUE
"ENSG00000102804",5397.33684521952,-1.19399433406481,0.161577465007608,-7.38960927508419,1.47260901043288e-13,1.84921881479021e-11,"ENSG00000102804",TRUE
"ENSG00000155130",5654.05696431278,1.18238233452119,0.160068023001842,7.38674916043403,1.50462062381107e-13,1.87673652976703e-11,"ENSG00000155130",TRUE
"ENSG00000147119",453.232746335031,-1.54884239528621,0.21072259898873,-7.35014850196036,1.97986765943902e-13,2.45305603004494e-11,"ENSG00000147119",TRUE
"ENSG00000169744",616.845546159048,1.31898037869423,0.179588847201912,7.3444448207371,2.0661490858142e-13,2.5430053483349e-11,"ENSG00000169744",TRUE
"ENSG00000116001",1335.47494957933,0.505524740609771,0.0688446487848873,7.34297798786567,2.08892894038405e-13,2.55412791822615e-11,"ENSG00000116001",TRUE
"ENSG00000185813",468.253727549524,-1.12216948643948,0.154752951183386,-7.25136081643884,4.12604885741324e-13,5.0119358179755e-11,"ENSG00000185813",TRUE
"ENSG00000177674",751.373295308449,-1.10956657934516,0.153127033784208,-7.24605284857018,4.2909273931769e-13,5.17836919494758e-11,"ENSG00000177674",TRUE
"ENSG00000003402",2546.61419680864,-1.18342545241097,0.16355923194096,-7.23545493805052,4.63971177311536e-13,5.56316408408703e-11,"ENSG00000003402",TRUE
"ENSG00000128342",153.121849690958,2.50843704875984,0.346771779200817,7.23368278278259,4.70069048071774e-13,5.60014952462430e-11,"ENSG00000128342",TRUE
"ENSG00000074590",412.639546693256,-1.36544571906197,0.189775982378274,-7.19503965649495,6.24426138646154e-13,7.39169413168075e-11,"ENSG00000074590",TRUE
"ENSG00000138078",1200.08214973285,0.665141141954244,0.0927313163531676,7.17277795799913,7.34909984623119e-13,8.64449497735485e-11,"ENSG00000138078",TRUE
"ENSG00000163378",1805.28931002148,-1.26400288036862,0.176529532324205,-7.160291333278,8.05057860972182e-13,9.41006311079748e-11,"ENSG00000163378",TRUE
"ENSG00000197301",209.371049795359,-2.31289192940922,0.323311377187739,-7.15375978886812,8.44327631278462e-13,9.80739314206889e-11,"ENSG00000197301",TRUE
"ENSG00000067082",3242.40960152819,-1.11041159281695,0.155393183168971,-7.14581920630014,8.94607418276467e-13,1.0326881284887e-10,"ENSG00000067082",TRUE
"ENSG00000177614",133.150339732154,2.47608832687806,0.346587121426692,7.14420177150692,9.052035521858e-13,1.03846963070204e-10,"ENSG00000177614",TRUE
"ENSG00000164291",492.450487086891,-0.852411597485782,0.119352231555041,-7.14198290538607,9.1994041834732e-13,1.04890139110337e-10,"ENSG00000164291",TRUE
"ENSG00000116132",5566.26234944767,0.766664830399905,0.107526609701008,7.13000096005741,1.00368227281124e-12,1.13740457562176e-10,"ENSG00000116132",TRUE
"ENSG00000108960",1723.1175228423,-1.64293212023608,0.230507767746549,-7.12744796540886,1.02246906541836e-12,1.15167197459396e-10,"ENSG00000108960",TRUE
"ENSG00000091527",4870.59143202752,-0.76680836835142,0.107874964529841,-7.10830702650473,1.17475002087794e-12,1.31522464686847e-10,"ENSG00000091527",TRUE
"ENSG00000114745",984.792573501924,-0.551894773590528,0.0776665832844083,-7.10594891975017,1.19498608360051e-12,1.32986924333626e-10,"ENSG00000114745",TRUE
"ENSG00000173221",1983.22155774674,-0.99381500163966,0.14028902510085,-7.08405380196516,1.39997514307666e-12,1.54872250202855e-10,"ENSG00000173221",TRUE
"ENSG00000049323",20169.9020554026,-0.693729418165234,0.0983069774868912,-7.05676683282975,1.70421225671557e-12,1.87412927757745e-10,"ENSG00000049323",TRUE
"ENSG00000146373",818.987563806969,-1.08987443150923,0.154477261357731,-7.05524180018541,1.72300840273169e-12,1.88365359792756e-10,"ENSG00000146373",TRUE
"ENSG00000205208",588.221528800905,1.38688551870087,0.196617193324984,7.05373469759852,1.74178330782158e-12,1.89304343718504e-10,"ENSG00000205208",TRUE
"ENSG00000134318",4538.36898283538,-0.81210627434538,0.115156359921454,-7.05220514871523,1.76104301092011e-12,1.9028479277878e-10,"ENSG00000134318",TRUE
"ENSG00000173517",7990.51234665395,-0.996731947141388,0.141681489841496,-7.03501881760609,1.99234113080072e-12,2.1403271627706e-10,"ENSG00000173517",TRUE
