"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000011347",148.300234191735,0.935525429775897,0.230103395012519,4.06567417106122,4.78938102497833e-05,0.000822649226887451
"ENSG00000011454",2319.16725007544,-0.447738793248925,0.157862817810958,-2.83625238328822,0.00456463588640712,0.0350303224590255
"ENSG00000011478",141.609713043936,-0.687432177646697,0.163432488443654,-4.20621495880667,2.59683247363864e-05,0.000489473950533206
"ENSG00000011485",966.624110056938,-0.551724387041614,0.111069822819047,-4.96736532964918,6.78686582473039e-07,1.96776757180366e-05
"ENSG00000011566",1396.12427396555,-0.818792772038101,0.177262931928688,-4.619086252999,3.85433622790957e-06,9.27388517676524e-05
"ENSG00000012048",221.111604295128,1.20941801135664,0.173675340514174,6.96367145604035,3.315172451952e-12,3.36680218685945e-10
"ENSG00000012171",1267.55265196041,0.749463652083712,0.189118805187701,3.96292505835084,7.40370278332959e-05,0.00119338955965464
"ENSG00000012822",6054.74994366009,-0.420401412663243,0.147347634159009,-2.85312631629748,0.00432914097124352,0.0336640522805694
"ENSG00000013293",244.497326184804,2.83699734323598,0.359835831493545,7.88414353140059,3.167001007318e-15,4.7086970976804e-13
"ENSG00000013297",3431.57264316715,1.71612064413965,0.263217435264467,6.5197833206428,7.04090276594824e-11,5.36291712726017e-09
"ENSG00000013523",345.192888791628,0.307310664064498,0.113849580790326,2.69926917544355,0.00694919439258476,0.0483801657872966
"ENSG00000013561",887.466394445014,-0.316493070151453,0.111815143173802,-2.83050274916257,0.00464749117813159,0.0355842345947839
"ENSG00000013583",1388.11952782407,-0.394233782303121,0.139791731327434,-2.82015093853947,0.004800106521367,0.0364568776868025
"ENSG00000013619",1098.19724233404,-0.348308076736425,0.12951035072249,-2.68942269705351,0.00715757225294929,0.0494643951275194
"ENSG00000014216",3449.7740320896,-0.266449069183373,0.0821342021324236,-3.24406961126599,0.00117834944839009,0.0121126241694302
"ENSG00000015520",17.5128244945455,2.56025174755769,0.717952598461427,3.56604565962198,0.000362408257238957,0.00459751362510991
"ENSG00000016391",92.1114413835648,2.0430772113086,0.45320433911792,4.50807071989884,6.54197723749823e-06,0.000146485116817957
"ENSG00000017483",445.787471591791,0.95869370533721,0.266680392535235,3.59491635745415,0.000324495812505003,0.00419511389383066
"ENSG00000017797",3342.94394079639,-0.565249347930878,0.102932758149519,-5.49144274468777,3.98663567353442e-08,1.61068747810081e-06
"ENSG00000018189",992.70381375789,0.310710655333396,0.106681585221907,2.91250504655599,0.00358542406876381,0.029149215362194
"ENSG00000019144",2982.95073834048,-0.365232505631932,0.134337331605241,-2.71877147824546,0.00655248604828706,0.0463183909158084
"ENSG00000019186",14.0876049307722,4.42927043190452,1.03556412184257,4.27715709580934,1.89295222274584e-05,0.000374659393607364
"ENSG00000019991",1197.69034090821,0.98064488128403,0.223792891970323,4.38193042080208,1.17632379230606e-05,0.000248334359490074
"ENSG00000019995",2078.38755449834,-0.920560398782293,0.113390275698967,-8.11851274818514,4.71931146543701e-16,7.83110746295954e-14
"ENSG00000020129",1036.83841336722,0.495405339869681,0.154001951696139,3.21687702274816,0.00129594134750487,0.0130826018160663
"ENSG00000020577",3105.00555637675,-1.20709189759549,0.148006476789993,-8.15566942592819,3.47251055738629e-16,6.03145875785272e-14
"ENSG00000021355",621.897934398472,-0.591468372057989,0.10083311962478,-5.86581446908479,4.46933328696764e-09,2.22687826108026e-07
"ENSG00000021645",35.9587320894996,-1.86912760347914,0.629659691394754,-2.96847269886191,0.00299283687336145,0.0252826696779194
"ENSG00000022267",10395.0649374008,-0.509109861004576,0.178327913550317,-2.85490841489,0.00430492411415112,0.0335037749838771
"ENSG00000022840",2666.0811750617,-0.275893943416535,0.0819574568132118,-3.36630679067216,0.000761819291741438,0.00852916357651483
"ENSG00000023608",233.123400185064,-0.731422588408943,0.221548665487689,-3.30140823371191,0.000962007982634558,0.0103048520791143
"ENSG00000023697",480.854784489581,-0.318138989044447,0.105173060962123,-3.02490947904445,0.00248707551786701,0.02203052595934
"ENSG00000023909",1927.71101011188,-1.24616569764794,0.200068991093435,-6.22867987106492,4.70381830714619e-10,2.99385148076411e-08
"ENSG00000025423",169.20409821807,2.18449368646269,0.50620087525615,4.31546801525635,1.5926511214557e-05,0.000322785399043122
"ENSG00000025708",144.696532500223,-1.27466218651628,0.312204435867303,-4.08278051199135,4.45000480152621e-05,0.000775101586095263
"ENSG00000026950",733.925100832699,0.885350218528458,0.139585958000558,6.34268827044135,2.25790015825395e-10,1.53710895388827e-08
"ENSG00000027697",1439.34263801554,-0.403417658464247,0.137256039910892,-2.93916142944346,0.00329101614203321,0.0273051495534318
"ENSG00000028137",518.90384690796,-0.809575454668855,0.2151372319676,-3.76306531075373,0.000167843345693013,0.00240136149322913
"ENSG00000028277",34.4574837048717,2.01643603697078,0.519569582778704,3.88097399040702,0.000104038968255391,0.00160595035301199
"ENSG00000031081",329.249628016212,0.682364932756401,0.218632081284859,3.12106498161784,0.00180198266240918,0.0169912977071916
"ENSG00000031698",2847.44870718974,0.534425629357993,0.0946822903426612,5.64440960842701,1.65749034875981e-08,7.36948759131605e-07
"ENSG00000031823",1526.65531808186,0.393608345578115,0.117208405351066,3.35819213988253,0.000784540587698086,0.00873618143940618
"ENSG00000032742",221.768456424455,0.641752401172622,0.143663181988799,4.46706241841878,7.93009976478395e-06,0.000174209106534881
"ENSG00000033327",1291.54212703806,-0.379113955794378,0.128131595703931,-2.95878587721942,0.00308853621757347,0.0259613051124392
"ENSG00000033867",2313.67894079298,0.92906596009634,0.154100046720789,6.02897909420945,1.6499862757346e-09,9.29242270743258e-08
"ENSG00000034152",1144.90078631016,-0.846216128500045,0.216647601048453,-3.90595660604979,9.38533546385304e-05,0.00146947312212054
"ENSG00000034533",105.286685658741,0.668967480013715,0.192792255564516,3.4698877195814,0.000520675975670308,0.00622700322254355
"ENSG00000034713",1399.28597316228,-0.369855879779472,0.0883810343749275,-4.18478786082634,2.85432534291309e-05,0.000532072582728584
"ENSG00000035115",464.17807490012,0.463039877617097,0.114070001819189,4.05926071914205,4.92283243726439e-05,0.000843233556189481
"ENSG00000035403",16756.3935853298,-0.84240764528976,0.198393403831144,-4.24614744755702,2.17477542768826e-05,0.000422784532673498
"ENSG00000035664",633.042902717231,-1.56942979659476,0.441800461640862,-3.5523498340537,0.000381806876641977,0.00483041579468423
"ENSG00000035681",1037.24201080533,0.336044356079444,0.0906763057394381,3.70597757968967,0.000210576927791767,0.0029206121486097
"ENSG00000037637",628.295033432323,-0.364985907805273,0.124425538548866,-2.93336811768697,0.00335306072961871,0.0277047820321382
"ENSG00000038274",1701.28343342274,-0.52863367623441,0.13087162587719,-4.03932993642549,5.36041176728557e-05,0.000906490015423133
"ENSG00000039560",5050.92218159088,-0.534813173257718,0.186194643005388,-2.87233383638348,0.00407452290181505,0.0321035734908314
"ENSG00000040731",72.2700084929553,1.8245018397667,0.676874492401978,2.69548027034114,0.00702872401558383,0.0488332096559348
"ENSG00000041515",10.1316966637824,-1.73918693417164,0.527998078477191,-3.29392663546742,0.000987982816473074,0.0105389583386648
"ENSG00000042088",190.048001902712,0.414549924461279,0.150001680799866,2.76363519562407,0.00571614068369895,0.0414978416431816
"ENSG00000042286",594.47788466021,-0.707631136086698,0.0926398274538066,-7.63851958208306,2.19733540078277e-14,2.87587876222167e-12
"ENSG00000043143",1529.01864360997,-0.317628411163605,0.1012273993279,-3.1377711298769,0.00170237746895164,0.0162515510194627
"ENSG00000044090",1103.21015795641,0.508931929965243,0.0988656214854625,5.14771385966635,2.63680305185698e-07,8.53745378375644e-06
"ENSG00000046653",1090.45825722703,-2.5844785518906,0.765064528075453,-3.37811839008136,0.000729836519530036,0.00825563707575515
"ENSG00000048342",829.359722449446,0.407305045936643,0.125489793835861,3.24572248855069,0.00117152980349799,0.0120625381706427
"ENSG00000048405",363.389429638926,-0.385133709695376,0.122176299621712,-3.15227839513756,0.00162001736940908,0.0156242982929256
"ENSG00000048540",60.0652121202479,-1.43088263965181,0.414988249521798,-3.44800760334937,0.000564738139415397,0.00663862006390586
"ENSG00000048707",3202.46947491404,-0.657177340718032,0.169656189618848,-3.87358305166735,0.000107246835342288,0.00164489594686835
"ENSG00000048740",5644.03525099774,-0.940262625636286,0.193815859501133,-4.85131932988584,1.22642899111658e-06,3.34210891494158e-05
"ENSG00000049089",68.1250661910953,0.763675683662649,0.214147133177308,3.56612611306988,0.000362297076363326,0.00459751362510991
"ENSG00000049246",196.030110621098,2.16542110705774,0.283147601937802,7.64767595500741,2.04644120569274e-14,2.69738367431202e-12
"ENSG00000049323",20169.9020554026,-0.693729418165234,0.0983069774868912,-7.05676683282975,1.70421225671557e-12,1.87412927757745e-10
"ENSG00000049656",1482.92470521912,-0.2610087674932,0.0959815625437699,-2.71936360042247,0.00654076650760183,0.0462751719349947
"ENSG00000049759",1212.98843820386,1.08133034460719,0.194029819888792,5.57301112389296,2.50373576983472e-08,1.05844344824173e-06
"ENSG00000051108",2272.41984444954,-0.747890406351555,0.0909987867457919,-8.21868546929984,2.05745862012824e-16,3.67671812068109e-14
"ENSG00000051620",1175.49900412891,-0.41026860298079,0.0820445492304989,-5.00055892595822,5.71643531666929e-07,1.71078825056842e-05
"ENSG00000051825",225.873309609759,0.443008378999583,0.129773890160027,3.4136942219525,0.000640884603898432,0.00740263540301576
"ENSG00000053254",3773.07587769826,-0.400574025363778,0.139744246097823,-2.86647956212358,0.00415064958908102,0.0325237465967043
"ENSG00000053747",1196.32141855668,-0.878639608606113,0.259923459834656,-3.38037824352229,0.00072386138560269,0.00820604466923423
"ENSG00000054118",2789.53481627354,0.192404231877074,0.0707662020015702,2.71887181217955,0.00655049886730093,0.0463183909158084
"ENSG00000054277",130.03676665067,-0.793060019495412,0.272799114500243,-2.90712094483249,0.00364772133824369,0.0295265248568201
"ENSG00000054938",93.3812373991456,1.37682502674319,0.429973655225163,3.20211485055333,0.00136422594774202,0.0136386820335819
"ENSG00000054965",1640.61562470618,0.248254779047515,0.0758159624396434,3.27443945917258,0.00105871822239125,0.0111354149197178
"ENSG00000055163",284.232234651173,1.01191320181456,0.259681384210412,3.89674910618407,9.74925240041673e-05,0.00151623310344556
"ENSG00000056586",1378.69389410723,-0.36882938424807,0.102804642948945,-3.58767244035116,0.00033364307181613,0.00428821334004342
"ENSG00000056736",73.8587890213004,1.01633687324432,0.28137581160106,3.61202644769373,0.000303813571658433,0.00398277279183281
"ENSG00000057252",1226.19153273194,-0.663580750440806,0.152622824553926,-4.34784739687703,1.3748020400907e-05,0.000284212412848562
"ENSG00000057657",212.553567505953,-1.27055143610842,0.297882906185834,-4.26527138591761,1.99659362557639e-05,0.000391834134438618
"ENSG00000058063",1642.47387625129,-0.368862742950369,0.135178753091429,-2.72870354633976,0.00635838361731173,0.0452716344578117
"ENSG00000058085",71.1878221681526,-0.892343629119059,0.207640295137465,-4.2975455632458,1.72699769060049e-05,0.00034698650897092
"ENSG00000058262",9475.10103923796,0.29043537288262,0.0923817278252741,3.14386166744937,0.00166734237821165,0.0159783465127362
"ENSG00000058272",1667.44783426186,-0.32243421444728,0.0950025791188573,-3.39395222148531,0.000688917107261893,0.00786457275089821
"ENSG00000059145",668.130504139043,-0.279588230740986,0.0887041738016624,-3.15191742122676,0.00162202138661894,0.0156285730305979
"ENSG00000060138",4817.28392423576,-0.501130929326052,0.122882409445739,-4.07813397854422,4.53986040465045e-05,0.000787064418101013
"ENSG00000060718",363.762294004358,-2.38252052544867,0.646012941331524,-3.6880383859462,0.000225989563626622,0.00310193208271844
"ENSG00000060762",301.892248003494,-0.456380067903328,0.168459726684876,-2.70913456221522,0.00674589738585478,0.0473282381714274
"ENSG00000061273",2842.42418372698,-0.590046678182993,0.129931320158276,-4.54121975720886,5.59296948828538e-06,0.000128327577703437
"ENSG00000061337",66.6914993629285,1.01276612887047,0.228732364886799,4.42773426214385,9.52281220493064e-06,0.00020579240096353
"ENSG00000062716",3074.89416507468,-0.547025145993973,0.115044197679218,-4.75491295544746,1.98531937040625e-06,5.1749173210379e-05
"ENSG00000063127",28.1992995264737,0.888751750460436,0.330452715445034,2.68949749516665,0.00715596840853887,0.0494643951275194
"ENSG00000063169",252.560934574034,-0.47797914738485,0.113518203858572,-4.21059469880574,2.54699330326785e-05,0.000481943154519124
"ENSG00000063587",578.839637315706,-0.36040755568705,0.130041531946352,-2.77148039009363,0.00558020333471112,0.0407978280785233
"ENSG00000063660",4459.26289416516,0.425671664811924,0.135835141955853,3.13373740169734,0.0017259523919409,0.0164243856652441
"ENSG00000064115",1447.52740737354,-0.828488493771946,0.166225948538515,-4.98411048970483,6.22475038178782e-07,1.83049028236593e-05
"ENSG00000064201",16.979783757302,1.60101316721743,0.456329257072071,3.50846048638204,0.000450708180782586,0.00555096854860461
"ENSG00000064309",348.470851504488,1.64652108244934,0.299280784925778,5.50159303697923,3.76374913878987e-08,1.53397538913179e-06
"ENSG00000064393",2607.78308065987,-0.597442515310421,0.145542836166981,-4.10492560846468,4.04445010009071e-05,0.000715867667716056
"ENSG00000064652",269.406437185961,-0.547587440140798,0.145632664805195,-3.76005919326736,0.000169873157259014,0.00242276417411061
"ENSG00000064666",8451.79335835264,-0.783988885779135,0.156813027824761,-4.99951373080587,5.74750794658977e-07,1.71732210912172e-05
"ENSG00000064687",143.273226662814,0.810545320780735,0.192097515671033,4.21944717998744,2.44902089627195e-05,0.000467780610043312
"ENSG00000064933",428.600732185431,-0.525628603644961,0.12882157213418,-4.08028403113626,4.49807043394513e-05,0.000780547516478714
"ENSG00000065308",9940.46911255163,-0.205606692969097,0.0650477841629038,-3.16085621693402,0.00157306128267178,0.0152435326634217
"ENSG00000065491",295.802168134748,0.406759302126934,0.12104723182363,3.36033543269785,0.000778478934019426,0.00868429231017469
"ENSG00000065526",1438.86865797927,-0.666121336343478,0.130862656078716,-5.09023243378763,3.57624872710178e-07,1.11517756028837e-05
"ENSG00000065665",131.365936289555,0.451955061804371,0.158936035668772,2.84362863275551,0.00446030012163582,0.0344533157774737
"ENSG00000065802",1186.00757355885,-0.310446322598274,0.111827098084862,-2.77612786091156,0.00550105700224092,0.0403939724957122
"ENSG00000065809",2255.39053258522,1.01345189361827,0.182143487354346,5.56403036056228,2.63614051581235e-08,1.10592937892489e-06
"ENSG00000065833",676.066126027813,0.659123516148758,0.198404542756896,3.3221190754507,0.000893365602415916,0.00969246918908336
"ENSG00000065882",804.092226066819,-0.579206590083052,0.142131700767914,-4.07514007750344,4.59866573185092e-05,0.00079556406824458
"ENSG00000066135",833.339170843253,0.289005296517971,0.0798947588088666,3.61732485117531,0.000297663624068266,0.00391799211217963
"ENSG00000066322",1036.6803476379,-0.526479147886142,0.0810126305521352,-6.49872920182895,8.10013149998855e-11,6.07019935190674e-09
"ENSG00000066468",28.7035272208389,2.36016166922661,0.681225894374933,3.46458008821319,0.00053105998498522,0.00631461920726187
"ENSG00000066697",547.646290675995,0.671702874643143,0.153294932957777,4.38176827950442,1.17719973479018e-05,0.000248334359490074
"ENSG00000067082",3242.40960152819,-1.11041159281695,0.155393183168971,-7.14581920630014,8.94607418276467e-13,1.0326881284887e-10
"ENSG00000067113",1190.98424125035,0.925123708440393,0.216023658311716,4.2825110715673,1.84795933979932e-05,0.000366926541988999
"ENSG00000067167",9767.04382131026,-0.621574997434248,0.182514751218376,-3.40561512581821,0.000660151729918503,0.00757759390774206
"ENSG00000067177",495.66127140705,-0.873711363767885,0.25433875649484,-3.43522700122036,0.000592057659520398,0.00691167814207701
"ENSG00000067221",297.251785040542,0.343724608139003,0.123339000694215,2.78682822306283,0.00532266852967913,0.0393796953121364
"ENSG00000067369",1878.40236760863,0.758276835775484,0.0899896931811099,8.42626315270799,3.56879098172828e-17,7.05595536121491e-15
"ENSG00000067445",651.671779867844,0.739788379679351,0.128040198779793,5.77778218660579,7.56917069687358e-09,3.60700095901014e-07
"ENSG00000067798",705.208940870332,-2.25849382434315,0.385782873893144,-5.85431333835912,4.78984829696010e-09,2.38019600532095e-07
"ENSG00000067900",2657.20543362827,-0.575338751538066,0.109668585590096,-5.24615821789192,1.55303545746887e-07,5.36490036748308e-06
"ENSG00000067955",590.325516922477,-0.449995915869024,0.152126410592286,-2.95803939708442,0.00309602551631582,0.0259889946796429
"ENSG00000068120",864.460717798873,-0.245234650154847,0.088967624860215,-2.75644820843714,0.00584328656848952,0.0422722774913888
"ENSG00000068305",1565.56753429165,-0.537469730649339,0.153636263016004,-3.49832598175961,0.000468188506369552,0.00572829716318507
"ENSG00000068383",1247.24185187194,-1.39521716210758,0.300043389307199,-4.65005133200616,3.31852423129583e-06,8.1580387352689e-05
"ENSG00000068784",273.736806886978,0.560868973740715,0.161753108230405,3.46743861602833,0.000525443735982587,0.0062638690399207
"ENSG00000068831",97.80861461703,-1.95640684801023,0.319580549223002,-6.12179574998181,9.25265837124811e-10,5.6380542894966e-08
"ENSG00000069020",835.664952835795,0.744509136011686,0.14354929366409,5.18643538402815,2.14357349693953e-07,7.08866787199665e-06
"ENSG00000069329",2962.94542111022,0.198114108761585,0.0736066385432115,2.69152501299567,0.00711261644958934,0.0492687203561751
"ENSG00000069399",358.270109803808,0.58888933223253,0.177310917390887,3.32122432672494,0.000896234708357563,0.00970659793404739
"ENSG00000069431",849.101371746355,-1.0471749572334,0.304026914835542,-3.44434951688357,0.000572435187144561,0.00672484699941951
"ENSG00000069535",394.753428992022,-1.20640970916886,0.389109313640841,-3.10043904598596,0.00193233981017776,0.017920426832412
"ENSG00000069667",528.676700119639,-0.478343727175105,0.173641788065921,-2.7547731021608,0.00587328503509596,0.042439736538592
"ENSG00000070081",1625.09739763986,0.452035154888661,0.120828591781927,3.74112739561261,0.000183196624693051,0.00258998681992802
"ENSG00000070087",2152.9932834784,0.319667845482397,0.0875670722087286,3.65054851577569,0.000261680872891653,0.00351905862712835
"ENSG00000070366",1640.78034125995,0.303687912411954,0.0959440550286127,3.16526034178342,0.00154944246077495,0.0150766430018337
"ENSG00000070371",214.860338427248,-0.563466944376655,0.156041051156065,-3.61101735858663,0.00030499824521699,0.00398901645837985
"ENSG00000070388",5.95764938530407,-2.91275055125909,0.781740426785702,-3.72598173441727,0.000194556493364146,0.00273099126070442
"ENSG00000070404",2128.11402480981,-1.8650292810439,0.299390941569245,-6.22941118815562,4.68191476910858e-10,2.99015072109564e-08
"ENSG00000070540",3487.39138889573,-0.903118772495825,0.204335985054148,-4.4197735032158,9.880440215575e-06,0.000212069836258724
"ENSG00000070610",785.253875840514,-0.43702500629168,0.112675389676196,-3.87861987917319,0.000105050755488204,0.00161887917972493
"ENSG00000070669",428.340029488504,0.964909862531042,0.172472128105058,5.59458431418719,2.21150979205605e-08,9.53617389451548e-07
"ENSG00000070718",392.944891675775,0.438728588967121,0.129992506318516,3.37502984896775,0.000738076850554743,0.00832857211145107
"ENSG00000070808",23.585469416522,2.26496320749354,0.409341640477833,5.53318544590185,3.14466681773966e-08,1.30746382120115e-06
"ENSG00000070882",1106.50519592118,1.09549521211322,0.216275293337819,5.06528136065025,4.07797583259676e-07,1.24858617543346e-05
"ENSG00000071127",9740.11786103605,-0.848089093956299,0.160845642091798,-5.27268928723776,1.34439061754242e-07,4.69652248628306e-06
"ENSG00000071205",892.552356256108,-0.476357828971732,0.164125577187657,-2.90239849957741,0.00370317141198537,0.0297808051457153
"ENSG00000071242",11135.3639028974,-0.927663648526292,0.155203340619434,-5.97708557576069,2.27164883479983e-09,1.23446180101622e-07
"ENSG00000071282",3659.86884296353,-1.59617201619858,0.227939615441229,-7.00260905989871,2.51239171057645e-12,2.59404444117018e-10
"ENSG00000071564",1219.09554436407,0.464946922838289,0.12154627270278,3.82526680991061,0.000130630532998724,0.00194532728828628
"ENSG00000072121",1027.37823384562,0.393545643467249,0.122386988126699,3.21558402156147,0.00130179380237417,0.0131345482177655
"ENSG00000072134",690.81340681411,-0.394874125159883,0.128284809366885,-3.07810509372605,0.00208321434021153,0.0191381801842962
"ENSG00000072135",392.72632289525,-0.478567470055308,0.169356278194096,-2.82580294724492,0.0047162267233803,0.035996334149496
"ENSG00000072163",665.15195346299,-1.3027052570188,0.332019820982391,-3.92357677070096,8.72439466531819e-05,0.00137993936046756
"ENSG00000072195",1209.59604323923,0.512005468571462,0.182164585780528,2.81067511765611,0.00494376775229711,0.0372435847898021
"ENSG00000072210",939.103380838377,0.968758515489447,0.160327531494474,6.04237155315296,1.51865240439874e-09,8.6577162379603e-08
"ENSG00000072310",1558.1088594437,0.754030332507497,0.277151197204285,2.72064613147498,0.00651544670908617,0.0461821422915204
"ENSG00000072571",36.627660489315,-1.54068312143272,0.305294959348993,-5.04653966353736,4.49883532314297e-07,1.3706697455838e-05
"ENSG00000072958",2129.43443527067,-1.08848871436053,0.126794395356233,-8.5846753028979,9.10933433415682e-18,1.88107754000338e-15
"ENSG00000073111",164.89059861176,0.671878234214321,0.177526227177073,3.7846702704055,0.000153912502697358,0.00224702581510636
"ENSG00000073146",89.942453415986,0.933062918365114,0.225598354596692,4.13594735667809,3.53493229797015e-05,0.000633526680402847
"ENSG00000073169",390.884693693847,-0.478659076942638,0.156439721321556,-3.05970295075362,0.00221556618618744,0.0201056140479949
"ENSG00000073331",551.374601714374,0.370420647455149,0.123793896834007,2.99223674937578,0.00276941401357328,0.02397278036435
"ENSG00000073536",292.33338097925,0.49439190153936,0.182614235670382,2.707302088057,0.00678325021356208,0.0474470098679154
"ENSG00000073712",3857.12809617059,-0.629036357424536,0.114770566789083,-5.48081598813165,4.23368638182513e-08,1.7030965672342e-06
"ENSG00000073756",71.6195676361844,1.2291349683294,0.451870368632655,2.72010526392496,0.0065261137764795,0.0462224941066584
"ENSG00000073792",2455.84901588592,-0.781747403971111,0.158062056686036,-4.94582583803728,7.58217267871627e-07,2.1712585398142e-05
"ENSG00000074047",364.253871098787,0.899722862160172,0.150304209689797,5.98601239457663,2.15047987618909e-09,1.17549024996983e-07
"ENSG00000074201",1086.15030871771,0.23876167806077,0.0779546446847275,3.06282812302456,0.00219255953404452,0.0199162849170174
"ENSG00000074219",430.68682275748,0.728255495008128,0.170649716502321,4.2675458824933,1.97635130995883e-05,0.000389506777259649
"ENSG00000074319",1040.86394340937,-0.403695079220859,0.093579072599849,-4.3139461420727,1.60366029802798e-05,0.000324309321423831
"ENSG00000074590",412.639546693256,-1.36544571906197,0.189775982378274,-7.19503965649495,6.24426138646154e-13,7.39169413168075e-11
"ENSG00000074660",29.0084659356693,-1.3345850896243,0.333766638004733,-3.99855748795772,6.37297030195544e-05,0.00105468969779022
"ENSG00000074935",264.392005702728,0.713648233756536,0.143431388544799,4.97553737014571,6.50668795301509e-07,1.90435898593363e-05
"ENSG00000075142",1208.4476541768,-0.487127723201125,0.134122753869978,-3.63195437869817,0.000281282856860535,0.00374204860039588
